id,광역시,시/군/구,동/읍,운동 종류,센터 이름,주소,전화번호,운영 시간,사진,기타 정보,센터 정보(설명),무료로 이용할 수 있어요,따로 준비하면 좋아요,위도,경도
38,서울특별시,용산구,한강로동,PT&헬스,센트럴짐,서울 용산구 서빙고로 17 센트럴파크타워 업무동 B1,0507-1473-9317,평일 06:00-23:00 주말 10:00-18:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA4MjhfMTEw%2FMDAxNzI0ODE0NDM4ODA5.soj6pUsCyGzhQgHU9q9uGO-ScvhoRfOzA6Nq4o-2MLwg.CUUrsBENSMt_hTzKX8977M3zp68PuQJk1-wu9Zhj2O4g.JPEG%2FCB72D86A-5700-40BA-9731-1448F0E4FF53.jpeg%3Ftype%3Dw1500_60_sharpen,,"센트럴짐에서 도심 속 피트니스의 진수를 경험하세요. 최신식 운동 기구와 다양한 프로그램이 준비되어 있어, 초보자부터 전문가까지 모두가 만족할 수 있습니다. 체계적인 트레이닝과 함께 목표를 달성할 수 있는 최적의 장소입니다. 넓고 쾌적한 환경에서 건강한 라이프스타일을 유지해보세요.",샤워실 공용락커 운동복 타월,운동화,37.5269056148241,126.966566172294
39,서울특별시,용산구,한강로동,PT&헬스,한강로피트니스센터,서울 용산구 서빙고로 17 용산센트럴파크 해링턴스퀘어 공공시설동 지하1층,02-798-5019,평일 07:00-21:50 토요일 10:30-17:50,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA4MDNfOTYg%2FMDAxNzIyNjY5MTA1Mzk1.IRDsN1s1bwNa3YKV0QaYKboozhS2AiGceC0CQlQYu1Ug.pOuIxYsMfoCXFVOigsAAitRbazlhTVekZ8C_h7p_CwEg.JPEG%2F20240803_122553.jpg.jpg%3Ftype%3Dw1500_60_sharpen,,"한강로피트니스센터에서 도심 속에서의 운동을 즐겨보세요. 다양한 피트니스 장비와 프로그램으로 체계적인 운동이 가능합니다. 편리한 위치와 현대적인 시설로, 일상의 피로를 풀고 활력을 되찾을 수 있습니다. 전문 트레이너의 지도로 목표를 설정하고, 건강한 변화를 만들어보세요.",샤워실 공용락커 운동복 타월,운동화,37.5269056148241,126.966566172294
40,서울특별시,용산구,한강로동,PT&헬스,원짐,"서울 용산구 이촌로 1 1층 104호, 지하 1층 전체",0507-1350-0173,평일 06:00-23:00 주말 10:00-18:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_96%2F1720782503761hj0wF_JPEG%2FIMG_7329.jpeg,,원짐에서 당신의 운동 목표를 실현해보세요. 최첨단 장비와 체계적인 트레이닝 프로그램으로 개인 맞춤형 운동이 가능합니다. 넓고 쾌적한 공간에서 자신의 한계를 시험하며 건강한 신체를 만들어보세요. 전문 트레이너와 함께라면 누구나 자신감 있게 운동할 수 있습니다.,샤워실 공용락커 운동복 타월,운동화,37.5313838478733,126.955345962773
41,서울특별시,용산구,한강로동,테니스&배드민턴,세컨드랠리 용산점,서울 용산구 한강대로15길 23 5층,,24시간 영업,https://search.pstatic.net/common/?src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240827_143%2F17246930188321LyqK_PNG%2FScreenshot_2024-08-27_at_2.23.07_AM.png,,"테니스의 즐거움을 극대화할 수 있는 세컨드랠리 용산점. 초보자부터 고급자까지 모두가 만족할 수 있는 맞춤형 레슨을 제공합니다. 최신 시설과 전문 코치진이 함께하며, 실력 향상을 위한 체계적인 프로그램이 준비되어 있습니다. 테니스의 매력을 이곳에서 느껴보세요.",샤워실 공용락커,테니스화,37.5261297437664,126.963172986485
42,서울특별시,용산구,한강로동,테니스&배드민턴,올댓테니스 신용산점,서울 용산구 한강대로48길 9 보원빌딩 지하1층,0507-1397-9177,평일 06:00-23:00 주말 10:00-18:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220314_288%2F16472402372745kncQ_JPEG%2F20220312_210737.jpg,,"올댓테니스 신용산점에서 테니스의 재미를 느껴보세요. 초보자부터 숙련자까지 모두가 만족할 수 있는 다양한 레슨 프로그램이 준비되어 있습니다. 최신 시설과 친절한 코치진이 함께하여, 테니스 실력을 한층 더 높일 수 있습니다. 도심 속에서 편리하게 테니스를 즐길 수 있는 최적의 장소입니다.",샤워실 공용락커,테니스화,37.531706750638,126.971237059463
43,서울특별시,용산구,한강로동,필라테스,아이린필라테스,서울 용산구 한강대로 69 용산푸르지오써밋 상가동 B1층 112-3호,0507-1434-4502,평일 06:00-22:00 주말 09:00-16:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220726_55%2F1658813331468WAYGt_JPEG%2FKakaoTalk_20220725_162718599_01.jpg,,아이린필라테스에서 몸의 균형을 찾아보세요. 체형 교정과 유연성 향상을 위한 맞춤형 필라테스 프로그램이 제공됩니다. 아늑한 분위기 속에서 전문 강사들의 지도로 건강한 신체를 만들어보세요. 개인 맞춤형 수업으로 효과적인 운동을 경험할 수 있습니다.,샤워실 공용락커 수건,토삭스,37.5270404595814,126.964892234354
44,서울특별시,용산구,한강로동,필라테스,브레이앤바디,서울 용산구 한강대로 69 상가동 지하1층 122호,0507-1480-1385,평일 07:00-23:00 토요일 07:00-23:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231016_15%2F1697468197629msUr5_JPEG%2F1694965290034.jpg,,"브레이앤바디에서 새로운 피트니스 경험을 시작해보세요. 고급스러운 환경과 최신 트레이닝 장비가 준비되어 있으며, 개인 맞춤형 트레이닝으로 최상의 결과를 얻을 수 있습니다. 체형 관리와 근력 향상에 특화된 프로그램을 통해 건강한 라이프스타일을 유지할 수 있습니다.",샤워실 공용락커 수건,토삭스,37.5270404595814,126.964892234354
45,서울특별시,용산구,한강로동,필라테스,바시필라테스 용산점,"서울 용산구 서빙고로 17 2076호, 2077호, 2101호, 2102호, 2102호",0507-1359-7278,평일 07:00-23:00 토요일 07:00-23:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240327_267%2F1711523467929fjKmY_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2024-03-27_%25BF%25C0%25C8%25C4_12.44.55.png,,바시필라테스 용산점에서 필라테스의 진수를 경험해보세요. 정교한 동작과 심화된 트레이닝으로 체형 교정과 유연성을 극대화할 수 있습니다. 숙련된 강사들이 개별 지도를 통해 최적의 운동 효과를 보장합니다. 현대적인 시설과 편안한 환경에서 건강한 변화를 시작할 수 있는 장소입니다.,샤워실 공용락커 수건,토삭스,37.5269056148241,126.966566172294
46,서울특별시,용산구,한강로동,필라테스,펠리즈필라테스,서울 용산구 한강대로 69 상가동 3층 303-1호,0507-1492-4551,평일 06:00-22:00 주말 09:00-16:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240526_141%2F17166921576866MJ9q_JPEG%2FKakaoTalk_20240418_152417820_21.jpg,,"펠리즈필라테스에서 즐거운 필라테스 경험을 만끽하세요. 체계적인 필라테스 프로그램으로 근력 강화와 유연성 향상을 도모합니다. 깔끔하고 아늑한 환경에서 전문 강사의 지도를 받아, 건강한 신체와 마음의 균형을 맞출 수 있습니다. 편안한 분위기 속에서 몸의 변화를 느껴보세요.",샤워실 공용락커 수건,토삭스,37.5270404595814,126.964892234354
47,서울특별시,용산구,한강로동,요가,아메리카요가 용상점,서울 용산구 새창로 213-12 현대하이엘 2층 아메리카요가용산점(파리바게트 옆 건물),0507-1434-9780,평일 07:00-23:00 토요일 10:00-23:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240503_244%2F1714730042359LrRzm_JPEG%2FKakaoTalk_20240503_185150702_02.jpg,,아메리카요가 용산점에서 요가를 통해 몸과 마음의 평화를 찾아보세요. 다양한 요가 스타일과 맞춤형 수업으로 모든 레벨의 수련자들이 만족할 수 있습니다. 고요한 환경에서 요가의 진정한 가치를 경험할 수 있습니다. 심신의 안정을 찾고자 하는 모든 이들에게 최적의 장소입니다.,샤워실 공용락커 요가매트,토삭스,37.5304894835944,126.968028095222
48,서울특별시,용산구,한강로동,요가,아힘사 요가,서울 용산구 새창로 217 805호,0507-1432-7579,매일 06:30-22:30,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA4MjBfMzQg%2FMDAxNzI0MTEwMjUzMTQz.mALbvnv7AP4Ur1L5T9-7WGypAbjbk0Yb0YmWZw4sMhgg.k9dhxmsnFGdM2HtEbezMI_dkzzaABDc6tCcIn3TSYVEg.JPEG%2F1000034839.jpg.jpg%3Ftype%3Dw1500_60_sharpen,,"아힘사 요가에서 요가의 본질을 느껴보세요. 전통 요가의 철학을 기반으로 현대적인 접근법을 결합한 수업이 진행됩니다. 체계적인 수련을 통해 심신의 안정과 건강을 도모할 수 있습니다. 내면의 평화를 찾고, 일상 속에서 새로운 활력을 느낄 수 있는 공간입니다.",샤워실 공용락커 요가매트,토삭스,37.5302166820111,126.967776259525
49,서울특별시,용산구,한강로동,요가,뿐다요가,서울 용산구 서빙고로 36 2층,,평일 09:00-18:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240828_259%2F1724812888312wMznA_JPEG%2FKakaoTalk_20240816_180635138_01.jpg,,"뿐다요가에서 특별한 요가 경험을 시작해보세요. 차분하고 아늑한 환경에서 몸과 마음의 조화를 이룰 수 있습니다. 다양한 요가 프로그램이 준비되어 있어, 초보자부터 숙련자까지 모두가 만족할 수 있습니다. 평온한 일상을 위해 몸과 마음을 가꾸고 싶다면 이곳에서 요가를 시작해보세요.",샤워실 공용락커 요가매트,토삭스,37.5242494085222,126.968339592896
50,서울특별시,용산구,한강로동,요가,void yoga,서울 용산구 한강대로 159-1 2층 void yoga,,매일 07:00-22:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200911_258%2F1599833917115Kj9t7_JPEG%2FNea80WsBoBZidG0QCq-2pIVy.jpeg.jpg,,"void yoga에서 내면의 고요함을 찾아보세요. 현대적인 요가 스튜디오에서 다양한 요가 스타일을 경험할 수 있습니다. 정교한 동작과 호흡을 통해 심신의 균형을 맞추고, 내면의 평화를 찾을 수 있습니다. 바쁜 일상 속에서 잠시 멈추고 자신을 되돌아볼 수 있는 공간입니다.",샤워실 공용락커 요가매트,토삭스,37.5334425316261,126.971619145806
51,서울특별시,용산구,한강로동,골프,마커스골프 용산 본점,서울 용산구 서빙고로 17 센트럴파크타워 업무동 B1층,0507-1490-3384,평일 06:00-24:00 주말 08:00-20:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211030_11%2F1635546499263tHmKi_JPEG%2FyNAKkWp_U5GW_dfIgCyEatls.jpeg.jpg,,"마커스골프 용산 본점에서 프로 수준의 골프 레슨을 경험하세요. 최신 기술과 전문 코치진의 지도로 골프 실력을 한 단계 높일 수 있습니다. 실내에서도 현실감 넘치는 라운딩을 즐길 수 있으며, 초보자도 쉽게 접근할 수 있는 다양한 프로그램이 준비되어 있습니다. 골프의 즐거움을 이곳에서 만끽해보세요.",공용락커,골프화,37.5269056148241,126.966566172294
52,서울특별시,용산구,한강로동,골프,티브레이브골프 서울용산본점,서울 용산구 한강대로 69 용산 푸르지오써밋 B1 B113-1호,0507-1323-5301,평일 07:00-23:00 토요일 10:00-23:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA4MjJfMTQ4%2FMDAxNzI0MzA0ODI2NTY5.S36zRfS0v_HgrFigP5fKP31KqqR-_iGtIj-h2HX6qWYg.RVk25QkN6VCLBWHelDXJSsEbS6Psjy3DC8oxLMySiXYg.JPEG%2FIMG_4652.jpeg%3Ftype%3Dw1500_60_sharpen,,"티브레이브골프 서울용산본점에서 실내 골프의 새로운 세계를 경험하세요. 최신 스크린 골프 시스템과 체계적인 레슨 프로그램이 준비되어 있어, 초보자부터 숙련자까지 모두가 만족할 수 있습니다. 도심 속에서도 편안하게 골프를 즐기며 실력을 향상시킬 수 있는 최적의 장소입니다.",공용락커,골프화,37.5270404595814,126.964892234354
53,서울특별시,용산구,한강로동,수영,서울드래곤시티 카바나 시티,서울 용산구 청파로20길 95 스카이킹덤 34F 카바나 시티,02-2223-7723,평일 11:00-22:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240512_154%2F1715502197022Y4yeF_PNG%2FMicrosoftTeams-image_%252833%2529.png,,"서울드래곤시티 카바나 시티에서 럭셔리한 휴식을 즐겨보세요. 세련된 인테리어와 프라이빗한 공간에서 도심 속 힐링의 시간을 가질 수 있습니다. 수영장과 스파 시설이 완비되어 있어, 피로를 풀고 활력을 되찾을 수 있습니다. 품격 있는 휴식을 원한다면 이곳에서 특별한 경험을 해보세요.",샤워실,수영복 샤워도구,37.5321681514111,126.960884174116
54,서울특별시,용산구,한강로동,수영,마포 아트센터 수영장,서울 마포구 대흥로20길 28,,평일 06:00-24:00 토요일 09:00-18:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA3MjZfMTE2%2FMDAxNzIxOTk0NTg4NDUz.cScTA8F6Td2VNHu8BAobKlY2aJ6OXsSWQaYdxWk6dDsg.lFYTqzxnycpajGJsaXSaCrNU4BG3JXbwkIYGUEnkBWAg.JPEG%2F20240314_221521.jpg.jpg%3Ftype%3Dw1500_60_sharpen,,"마포 아트센터 수영장은 깨끗하고 잘 관리된 시설로, 누구나 즐겁게 수영을 배울 수 있는 곳입니다. 다양한 수영 프로그램이 마련되어 있어, 초보자도 쉽게 배울 수 있습니다. 가족 단위로 이용하기에도 좋은 시설로, 물 속에서 활기찬 시간을 보내보세요. 도심 속에서 건강한 여가 시간을 보낼 수 있는 최적의 장소입니다.",샤워실,수영복 샤워도구,37.5499060881738,126.945533810385
55,서울특별시,용산구,남영동,PT&헬스,스카이짐 헬스,서울 용산구 한강대로 273 용산빌딩 B1,0507-1433-3993,24시간 영업,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240806_43%2F1722938973240IIbah_JPEG%2FKakaoTalk_20240806_190857208_02.jpg,,"스카이짐 헬스에서 도심 속에서도 여유로운 운동을 즐겨보세요. 최첨단 운동 기구와 체계적인 트레이닝 프로그램으로 개인 맞춤형 운동이 가능합니다. 넓고 쾌적한 환경에서 건강한 라이프스타일을 유지하며, 운동의 즐거움을 만끽할 수 있습니다. 스카이짐 헬스에서 신체적, 정신적 활력을 되찾아보세요.",샤워실 공용락커 운동복 타월,운동화,37.542568701611,126.972115713764
56,서울특별시,용산구,남영동,PT&헬스,PT 필라테스 숙대점,서울 용산구 한강대로 304 3층,070-5066-6149,매일 07:00-23:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231110_176%2F1699612792262rid0A_JPEG%2FIMG_0207.JPG,,PT 필라테스 숙대점에서 개인 맞춤형 필라테스를 경험하세요. 체형 교정과 근력 향상을 목표로 한 전문 프로그램이 준비되어 있습니다. 세련된 스튜디오 환경에서 개인 트레이너의 집중적인 지도를 받으며 건강한 몸매를 만들어보세요. 필라테스를 통해 균형 잡힌 삶을 시작해보세요.,샤워실 공용락커 운동복 타월,운동화,37.5454262692875,126.972320484208
57,서울특별시,용산구,남영동,PT&헬스,크로스핏 알앤엘 용산,서울 용산구 한강대로 295 B1층,0507-1386-8898,매일 06:00-22:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231115_81%2F1700008214904rwPPa_JPEG%2F1700008157434.jpg,,크로스핏 알앤엘 용산에서 도전적인 운동을 통해 체력을 극대화해보세요. 고강도 인터벌 트레이닝으로 짧은 시간에 최대의 운동 효과를 얻을 수 있습니다. 전문 코치진의 지도 아래 개인의 한계를 뛰어넘는 체계적인 트레이닝을 경험할 수 있습니다. 활기찬 분위기 속에서 자신을 극복하는 짜릿한 성취감을 느껴보세요.,샤워실 공용락커 운동복 타월,운동화,37.544555413639,126.97177131634
58,서울특별시,용산구,남영동,PT&헬스,펜타클 휘트니스,서울 용산구 후암로 107 지하1층,02-727-5000,매일 06:00-23:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220916_64%2F16633056339490rtHC_PNG%2F20220916_141330.png,,"펜타클 휘트니스에서 프리미엄 피트니스 경험을 누려보세요. 최신식 운동 기구와 다양한 프로그램이 준비되어 있으며, 개인 맞춤형 트레이닝으로 건강 목표를 달성할 수 있습니다. 넓고 고급스러운 환경에서 운동의 즐거움을 더해보세요. 전문 트레이너와 함께라면 체력 단련과 몸매 관리가 손쉽게 가능합니다.",샤워실 공용락커 운동복 타월,운동화,37.5534616592161,126.97356408407
59,서울특별시,용산구,남영동,테니스&배드민턴,하나테니스파크,서울 용산구 효창원로 154 1층,0507-1387-7679,24시간 영업,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220409_197%2F1649471928603xQKuJ_JPEG%2F20220401_145235.jpg,,하나테니스파크에서 테니스의 즐거움을 만끽하세요. 최신 시설과 전문 코치진이 함께하는 체계적인 레슨으로 테니스 실력을 한층 높일 수 있습니다. 초보자부터 고급자까지 모두가 만족할 수 있는 다양한 코스와 프로그램이 준비되어 있습니다. 도심 속에서 손쉽게 테니스를 즐기고 싶다면 이곳이 최적의 장소입니다.,샤워실 공용락커,테니스화,37.5416783175446,126.962320543272
60,서울특별시,용산구,남영동,테니스&배드민턴,참테니스아카데미,서울 용산구 원효로53길 8 .지하1층,0507-1368-2179,평일 09:00-18:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_103%2F1695097327940aICY6_PNG%2F%25B8%25F0%25B9%25D9%25C0%25CF_%25B8%25DE%25C0%25CE.png,,참테니스아카데미에서 테니스의 매력을 경험해보세요. 체계적인 훈련과 맞춤형 레슨으로 실력을 향상시킬 수 있는 최적의 장소입니다. 다양한 코트와 프로그램이 준비되어 있어 초보자부터 숙련자까지 모두가 만족할 수 있습니다. 테니스를 통해 건강한 라이프스타일을 유지하며 활기찬 에너지를 충전해보세요.,샤워실 공용락커,테니스화,37.5360235792578,126.962128441498
61,서울특별시,용산구,남영동,필라테스,그리고필라테스 서울역점,서울 용산구 한강대로104길 38 . 동자동 2층,0507-1488-0371,평일 07:00-22:00 토요일 10:00-15:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_12%2F1720771350110mvT64_JPEG%2F%25BA%25ED%25B7%25CE%25B1%25D7%25BF%25EB_%25B7%25CE%25B0%25ED_%25C8%25AD%25BB%25E7%25C7%25D1.jpg,,"그리고필라테스 서울역점에서 체형을 아름답게 가꾸세요. 숙련된 강사들의 세심한 지도 아래 필라테스를 통해 근력을 강화하고 유연성을 높일 수 있습니다. 현대적인 스튜디오에서 편안한 분위기 속에서 운동을 즐기며, 건강한 몸과 마음을 만들 수 있습니다. 개인 맞춤형 수업으로 효율적인 운동 경험을 제공합니다.",샤워실 공용락커 수건,토삭스,37.5502031084135,126.974377875914
62,서울특별시,용산구,남영동,필라테스,하늘필라테스,서울 용산구 한강대로 273 B1 하늘필라테스,02-701-8797,평일 07:00-22:00 토요일 10:00-15:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210714_34%2F1626262966017NGFLj_JPEG%2FIPF788ZhrOLkggXyyLkzCZy-.jpg,,"하늘필라테스에서 높은 수준의 필라테스 수업을 받아보세요. 탁 트인 전망과 함께하는 운동은 마음까지 편안하게 해줍니다. 체형 교정, 근력 향상, 유연성 강화 등 다양한 목표를 위한 맞춤형 프로그램이 준비되어 있습니다. 전문 강사들이 개별 지도를 통해 최상의 결과를 보장합니다.",샤워실 공용락커 수건,토삭스,37.542568701611,126.972115713764
63,서울특별시,용산구,남영동,필라테스,필라테스 헤리티지,서울 용산구 한강대로 366 트윈시티남산 B동 1층 (우리은행 건물),02-6222-3900,평일 07:00-22:00 주말 09:00-16:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190322_243%2F15532209831394n9WA_JPEG%2FPMCQrdWb7exjeQs-aGXmEzza.jpg,,"필라테스 헤리티지에서 전통과 현대가 어우러진 필라테스를 경험하세요. 고급스러운 공간에서 체계적인 트레이닝을 통해 신체 균형을 찾을 수 있습니다. 개별 맞춤형 프로그램으로 각자의 목표에 맞게 운동을 진행할 수 있으며, 전문 강사진이 함께하여 신체적 변화를 도모할 수 있습니다.",샤워실 공용락커 수건,토삭스,37.5510861198751,126.972911385084
64,서울특별시,용산구,남영동,필라테스,더클래식필라테스,서울 용산구 한강대로104길 6 2층,02-3789-2739,평일 09:00-18:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220903_190%2F1662185728867VMo7E_JPEG%2F0660B46B-0978-4120-AF3F-865FF49FE8A8.jpeg,,더클래식필라테스에서 필라테스의 진수를 느껴보세요. 전통 필라테스의 원리를 현대적으로 재해석한 프로그램으로 체형 교정과 근력 강화에 탁월한 효과를 제공합니다. 세련된 스튜디오에서 전문 강사들과 함께 몸과 마음의 조화를 이룰 수 있습니다. 개별 지도를 통해 맞춤형 운동을 경험해보세요.,샤워실 공용락커 수건,토삭스,37.5502005044121,126.972417738531
65,서울특별시,용산구,남영동,요가,뜨리요가 아쉬람,"서울 용산구 한강대로 276-1 2, 3층",0507-1408-1439,평일 09:00-22:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_281%2F1557233926444zhqcX_JPEG%2FKhllgVe0kRPoe2hVcLIKk7Hy.jpg,,"뜨리요가 아쉬람에서 전통 요가의 깊이를 경험하세요. 고요한 공간에서 심신의 평화를 찾으며, 다양한 요가 스타일을 배울 수 있습니다. 명상과 호흡을 통해 내면의 안정과 균형을 찾을 수 있으며, 초보자부터 숙련자까지 모두가 만족할 수 있는 프로그램이 준비되어 있습니다. 요가를 통해 일상 속에서 새로운 활력을 얻어보세요.",토삭스,토삭스,37.5429585485849,126.972821991956
66,서울특별시,용산구,남영동,요가,점핑하이 숙대점,서울 용산구 두텁바위로 6 5층,0507-1417-7679,평일 18:00-21:00,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDA2MDZfNDIg%2FMDAxNzE3NjYxMjY5OTU2.aa1_H3Agbr4i-1MK_sIA07MG3aOVaLxkMMJ2wielUcog.dH7MKVAysuqPTm0w4oGVGBFAtLjGME48E8f_-6s_rsIg.JPEG%2Fimage_1.jpg,,"점핑하이 숙대점에서 에너지를 발산하며 운동의 즐거움을 느껴보세요. 트램펄린을 이용한 고강도 점핑 피트니스로, 짧은 시간에 높은 칼로리 소모를 기대할 수 있습니다. 신나는 음악과 함께 하는 점핑 운동은 스트레스를 해소하고, 신체를 활기차게 만들어줍니다. 누구나 쉽게 따라할 수 있는 프로그램으로 즐거운 운동을 시작해보세요.",토삭스,토삭스,37.5450616345655,126.972706033993
67,서울특별시,용산구,남영동,골프,스카이짐 GDR 골프아카데미 & 헬스,서울 용산구 한강대로 273 B1 스카이짐,0507-1313-7457,24시간 영업,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240806_178%2F1722925642184lTWvs_JPEG%2F%25C1%25A6%25B8%25F1%25C0%25BB-%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4__%25BA%25B9%25BB%25E7%25BA%25BB-001_%252824%2529.jpg,,"스카이짐 GDR 골프아카데미 & 헬스에서 골프와 피트니스를 동시에 즐겨보세요. 최첨단 GDR 골프 시뮬레이터와 체계적인 헬스 트레이닝이 결합된 공간으로, 골프 실력 향상과 체력 단련을 한곳에서 할 수 있습니다. 전문 트레이너와 함께 체계적인 트레이닝을 통해 최상의 운동 효과를 얻을 수 있습니다.",공용락커,골프화,37.542568701611,126.972115713764
68,서울특별시,용산구,남영동,골프,GDR아카데미 용산서울역점,서울 용산구 한강대로 366 트윈시티 남산 B2 GDR아카데미 용산 서울역점,0507-1348-1873,평일 06:00-23:00 주말 09:00-16:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240822_125%2F17242979168909nB4c_PNG%2F%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25BF%25EB%25BB%25EA%25BC%25AD%25BF%25EF%25BF%25AA%25C1%25A1.png,,"GDR아카데미 용산서울역점에서 실내 골프의 즐거움을 만끽하세요. 최신 기술이 적용된 GDR 시뮬레이터로 현실감 있는 라운딩을 경험할 수 있으며, 전문 코치의 맞춤형 레슨을 통해 골프 실력을 한층 더 높일 수 있습니다. 편리한 위치와 현대적인 시설에서 골프를 즐기며 스트레스를 해소하세요.",공용락커,골프화,37.5510861198751,126.972911385084
69,서울특별시,용산구,남영동,골프,골프존 신용산스크린골프,서울 용산구 한강대로 256 수빌딩 지하 1층,0507-1359-0751,매일 07:00-22:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231020_45%2F1697766075307LoP85_PNG%2FKakaoTalk_20231020_101011580.png,,"골프존 신용산스크린골프에서 실내에서도 생생한 골프 경험을 즐겨보세요. 최신 스크린 골프 시스템과 다양한 코스가 준비되어 있어 초보자부터 숙련자까지 모두가 만족할 수 있습니다. 친구나 가족과 함께 즐길 수 있는 여가 활동으로, 편리한 도심 속에서 골프의 매력을 느껴보세요.",공용락커,골프화,37.5412889756086,126.973524479551
70,서울특별시,용산구,남영동,골프,퍼터커스텀존 용산,서울 용산구 후암로57길 55 4층,010-6263-6753,매일 10:00-22:00,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220514_198%2F1652454877943t9Lnq_JPEG%2F20220514_000521.jpg,,퍼터커스텀존 용산에서 나만의 퍼터를 맞춤 제작해보세요. 개인의 스타일과 기술에 맞춘 퍼터 제작 서비스로 골프 실력을 향상시킬 수 있습니다. 전문가의 세심한 상담과 고급 재료를 사용하여 최상의 퍼터를 제작합니다. 골프 퍼팅의 정교함을 높이고 싶다면 이곳에서 특별한 경험을 해보세요.,공용락커,골프화,37.551083327248,126.97411853589
71,서울특별시,용산구,남영동,수영,갈월종합사회복지관수영장,서울 용산구 두텁바위로 25,,평일 11:00-22:00,,,"갈월종합사회복지관수영장은 지역 주민들에게 안전하고 쾌적한 수영 환경을 제공합니다. 다양한 수영 프로그램과 강습이 준비되어 있어 누구나 쉽게 수영을 배울 수 있습니다. 가족 단위로 즐기기에 좋은 시설로, 물속에서 활기찬 시간을 보낼 수 있습니다. 건강한 여가 활동을 위해 이곳에서 수영을 시작해보세요.",샤워실,수영복 샤워도구,37.5457741648724,126.974824558285
72,서울특별시,용산구,남영동,수영,용산구문화체육센터수영장,서울 용산구 백범로 350,,평일 11:00-22:00,,,"용산구문화체육센터수영장에서 건강한 수영 습관을 길러보세요. 최신 시설과 청결한 환경에서 다양한 수영 프로그램을 경험할 수 있습니다. 전문 강사들이 체계적으로 지도하여 초보자도 쉽게 배울 수 있으며, 가족과 함께 즐기기에 좋은 장소입니다. 지역 주민들의 사랑을 받는 수영장으로, 건강한 여가 시간을 보내기에 최적의 장소입니다.",샤워실,수영복 샤워도구,37.537241925875,126.967627844336
